ime,id,leto,minplay,maxplay,mintime,maxtime,minage,ocena,glasovi,kategorije,mechanic 
You&#039;re Bluffing!,1117,1985,3,5,45,45,10,6.60712,3342,"['Animals', 'Bluffing', 'Card Game', 'Humor']","['Auction: Turn Order Until Pass', 'Hand Management', 'Memory', 'Set Collection', 'Simultaneous Action Selection', 'Trading']"
Terra Mystica: Fire &amp; Ice,161317,2014,2,5,100,100,12,8.47073,3338,"['Civilization', 'Economic', 'Expansion for Base-game', 'Fantasy', 'Territory Building']","['Network and Route Building', 'Variable Phase Order', 'Variable Player Powers']"
1775: Rebellion,128996,2013,2,4,60,120,10,7.71294,3335,"['Age of Reason', 'American Indian Wars', 'American Revolutionary War', 'Educational', 'Wargame']","['Area Majority \\/ Influence', 'Area Movement', 'Campaign \\/ Battle Card Driven', 'Dice Rolling', 'Team-Based Game', 'Variable Player Powers']"
Via Nebula,191231,2016,2,4,45,60,12,7.09751,3335,"['Territory Building', 'Transportation']","['Action Points', 'Network and Route Building', 'Pick-up and Deliver']"
Leonardo da Vinci,21920,2006,2,5,90,90,12,6.76362,3329,['Renaissance'],"['Area Majority \\/ Influence', 'Hand Management', 'Worker Placement']"
Advanced Squad Leader,243,1985,2,2,120,480,14,7.97029,3321,"['Wargame', 'World War II']","['Critical Hits and Failures', 'Dice Rolling', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Scenario \\/ Mission \\/ Campaign Game']"
Lifeboats,249,1993,3,6,90,90,12,6.58606,3318,"['Nautical', 'Negotiation', 'Party Game']","['Player Elimination', 'Simultaneous Action Selection', 'Voting']"
Homesteaders,26566,2009,2,4,90,90,12,7.26197,3310,"['American West', 'City Building', 'Economic']",['Auction\\/Bidding']
Massive Darkness,197070,2017,1,6,90,180,14,7.34308,3312,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']"
Mage Knight Board Game: The Lost Legion Expansion,130704,2012,1,5,240,240,14,8.80394,3304,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board']"
Happy Salmon,194626,2016,3,6,2,2,6,6.84027,3303,"['Animals', ""Children's Game"", 'Party Game', 'Real-time']",['Simultaneous Action Selection']
Power Grid: The First Sparks,106662,2011,2,6,60,60,12,6.82386,3295,"['Animals', 'Economic', 'Prehistoric']","['Area Movement', 'Card Drafting', 'Modular Board', 'Network and Route Building']"
Carolus Magnus,481,2000,2,4,60,60,12,6.82732,3288,"['Abstract Strategy', 'Medieval', 'Territory Building']","['Area Majority \\/ Influence', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Team-Based Game']"
Blood Bowl: Living Rulebook,15985,2004,2,2,120,120,12,7.85508,3284,"['Collectible Components', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures', 'Sports']","['Dice Rolling', 'Grid Movement', 'Variable Player Powers']"
Race for the Galaxy: The Brink of War,66121,2010,1,6,60,60,12,7.77128,3283,"['Card Game', 'Civilization', 'Economic', 'Expansion for Base-game', 'Science Fiction', 'Space Exploration']","['Hand Management', 'Simultaneous Action Selection', 'Variable Player Powers']"
Panamax,131287,2014,2,4,100,100,12,7.35004,3280,"['Economic', 'Nautical', 'Transportation']","['Area Majority \\/ Influence', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Stock Holding', 'Worker Placement']"
D-Day Dice,101785,2012,1,4,45,45,14,6.84207,3275,"['Dice', 'Wargame', 'World War II']","['Cooperative Game', 'Dice Rolling', 'Simultaneous Action Selection']"
Stronghold,45986,2009,2,4,120,120,10,7.19835,3277,"['Fantasy', 'Fighting', 'Medieval']","['Action Points', 'Area Majority \\/ Influence', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']"
Fortune and Glory: The Cliffhanger Game,95103,2011,1,8,90,240,12,7.10192,3274,"['Adventure', 'Miniatures']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Push Your Luck', 'Roll \\/ Spin and Move']"
Click Clack Lumberjack,39206,2008,2,7,10,10,5,6.43788,3271,"['Action \\/ Dexterity', ""Children's Game""]","['Click Clack Lumberjack Promo Cards', 'Toc Toc Woodman: Golden Axe Expansion', 'Toc Toc Woodman: Golden Core and Bark Promo']"
Power Grid Deluxe: Europe/North America,155873,2014,2,6,120,120,12,8.04091,3263,"['Economic', 'Industry \\/ Manufacturing']","['Auction\\/Bidding', 'Network and Route Building']"
Yedo,117915,2012,2,5,120,180,14,7.41454,3251,['Medieval'],"['Action Queue', 'Auction\\/Bidding', 'Hand Management', 'Map Deformation', 'Set Collection', 'Worker Placement']"
Flip City,168679,2014,1,4,30,50,8,6.37382,3252,"['Card Game', 'City Building']","['Deck, Bag, and Pool Building', 'Push Your Luck']"
Frank&#039;s Zoo,340,1999,3,7,60,60,10,6.61521,3249,"['Animals', 'Card Game']","['Hand Management', 'Ladder Climbing', 'Team-Based Game', 'Trick-taking']"
Web of Power,491,2000,3,5,50,60,12,7.30561,3247,"['Medieval', 'Territory Building']","['Area Majority \\/ Influence', 'Card Drafting', 'Hand Management', 'Network and Route Building']"
Hostage Negotiator,134253,2015,1,1,20,20,13,6.97995,3249,"['Card Game', 'Dice']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Solo \\/ Solitaire Game']"
Krosmaster: Arena,112138,2012,2,4,60,60,14,6.83154,3241,"['Collectible Components', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Card Drafting', 'Dice Rolling', 'Grid Movement', 'Variable Player Powers']"
Coconuts,145639,2013,2,4,20,20,6,7.06606,3239,"['Action \\/ Dexterity', 'Animals', ""Children's Game""]","['Push Your Luck', 'Take That']"
Escape from the Aliens in Outer Space,82168,2010,2,8,20,45,12,6.93251,3240,"['Horror', 'Party Game', 'Science Fiction']","['Grid Movement', 'Hidden Movement', 'Paper-and-Pencil', 'Secret Unit Deployment', 'Team-Based Game', 'Variable Player Powers']"
Risk: Star Wars Edition,183880,2015,2,4,30,45,10,7.09583,3233,"['Movies \\/ TV \\/ Radio theme', 'Science Fiction', 'Wargame']","['Area Majority \\/ Influence', 'Area Movement', 'Campaign \\/ Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Variable Player Powers']"
Java,855,2000,2,4,120,120,12,7.01958,3231,['City Building'],"['Action Points', 'Area Majority \\/ Influence', 'Tile Placement']"
Elder Sign: Unseen Forces,137479,2013,1,8,90,90,14,7.63521,3228,"['Adventure', 'Card Game', 'Dice', 'Expansion for Base-game', 'Fantasy', 'Fighting']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Player Elimination', 'Role Playing', 'Variable Player Powers']"
Aton,19999,2005,2,2,30,30,8,6.86736,3227,['Ancient'],"['Area Majority \\/ Influence', 'Hand Management', 'Simultaneous Action Selection']"
Ascension: Storm of Souls,108784,2011,1,4,30,30,13,7.31492,3221,"['Card Game', 'Fantasy']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']"
BattleTech,1540,1985,2,20,90,90,12,7.03449,3217,"['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Movement Points', 'Role Playing', 'Variable Player Powers']"
Tales &amp; Games: The Hare &amp; the Tortoise,130176,2011,2,5,15,20,7,7.10251,3217,"['Animals', 'Card Game', ""Children's Game"", 'Novel-based', 'Racing']","['Betting and Bluffing', 'Hand Management']"
7 Wonders: Babel,154638,2014,2,7,45,45,10,7.10094,3214,"['Ancient', 'Card Game', 'City Building', 'Civilization', 'Expansion for Base-game']","['Card Drafting', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']"
Valeria: Card Kingdoms,170561,2016,1,5,30,45,13,7.45929,3207,"['Card Game', 'Dice', 'Fantasy']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Dice Rolling']"
Tiny Epic Western,180852,2016,1,4,30,45,14,6.71205,3204,"['American West', 'Bluffing', 'Industry \\/ Manufacturing']","['Area Majority \\/ Influence', 'Dice Rolling', 'Set Collection', 'Variable Player Powers', 'Worker Placement']"
Hera and Zeus,638,2000,2,2,30,30,12,6.50017,3190,"['Bluffing', 'Card Game', 'Mythology']","['Action Points', 'Hand Management', 'Secret Unit Deployment']"
Mystery Rummy: Jack the Ripper,106,1998,2,4,45,45,10,6.95366,3189,"['Card Game', 'Murder\\/Mystery']","['Hand Management', 'Set Collection', 'Voting']"
Dominion: Envoy Promo Card,39707,2008,2,4,30,30,10,7.19786,3174,"['Card Game', 'Expansion for Base-game', 'Medieval']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']"
Arkham Horror: Innsmouth Horror Expansion,40776,2009,1,8,180,180,13,7.90688,3173,"['Adventure', 'Expansion for Base-game', 'Fighting', 'Horror', 'Novel-based', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Variable Player Powers']"
Medieval Academy,154386,2014,2,5,30,30,8,6.97662,3176,['Medieval'],"['Area Majority \\/ Influence', 'Card Drafting', 'Hand Management']"
Meuterer,902,2000,3,4,60,60,12,6.90566,3168,"['Card Game', 'Fighting', 'Nautical', 'Pirates']","['Card Drafting', 'Hand Management', 'Modular Board', 'Point to Point Movement']"
Small World: Tales and Legends,71818,2010,2,5,40,80,8,7.242,3161,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Territory Building']","['Area Majority \\/ Influence', 'Area Movement', 'Auction\\/Bidding', 'Dice Rolling', 'Variable Player Powers']"
Timeline: Discoveries,99975,2011,2,8,15,15,8,6.74792,3145,"['Card Game', 'Educational', 'Trivia']",[]
Operation,3737,1965,1,6,10,10,6,4.08531,3135,"['Action \\/ Dexterity', ""Children's Game"", 'Medical']",['Simulation']
Love Letter Premium,196326,2016,2,8,20,30,8,7.51634,3145,"['Card Game', 'Deduction']","['Hand Management', 'Player Elimination']"
Munchkin 4: The Need for Steed,20660,2005,3,6,90,90,10,6.55865,3133,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Humor']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Take That', 'Variable Player Powers']"
Elasund: The First City,19526,2005,2,4,60,90,10,6.64342,3133,"['Economic', 'Territory Building']","['Dice Rolling', 'Enclosure', 'Hand Management', 'Set Collection', 'Tile Placement']"
The Little Prince: Make Me a Planet,134453,2013,2,5,25,25,8,6.92462,3128,"['Novel-based', 'Territory Building']","['Card Drafting', 'Set Collection']"
Mottainai,175199,2015,2,5,15,30,13,7.03841,3128,"['Card Game', 'Print & Play']","['Card Drafting', 'Follow', 'Hand Management', 'Set Collection', 'Team-Based Game', 'Variable Phase Order']"
Mafia de Cuba,176558,2015,6,12,10,20,10,6.62333,3127,"['Bluffing', 'Deduction', 'Mafia', 'Party Game']","['Role Playing', 'Team-Based Game', 'Variable Player Powers']"
Risk: The Lord of the Rings Trilogy Edition,8107,2003,2,4,180,180,9,6.48688,3125,"['Adventure', 'Fantasy', 'Movies \\/ TV \\/ Radio theme', 'Novel-based', 'Territory Building', 'Wargame']","['Area Majority \\/ Influence', 'Area Movement', 'Campaign \\/ Battle Card Driven', 'Dice Rolling', 'Team-Based Game']"
Carcassonne: The Count of Carcassonne,12903,2004,2,6,60,60,8,5.94139,3122,"['City Building', 'Expansion for Base-game', 'Medieval', 'Territory Building']","['Area Majority \\/ Influence', 'Tile Placement']"
Advanced Civilization,177,1991,2,8,360,480,12,8.02244,3117,"['Ancient', 'Civilization', 'Economic', 'Expansion for Base-game', 'Negotiation']","['Area Movement', 'Commodity Speculation', 'Set Collection', 'Trading']"
Earth Reborn,73171,2010,2,4,180,180,13,7.705,3117,"['Adventure', 'Bluffing', 'Fighting', 'Miniatures', 'Science Fiction', 'Spies\\/Secret Agents']","['Action Points', 'Card Drafting', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board']"
Heimlich &amp; Co.,382,1984,2,7,30,30,8,6.44363,3116,"['Bluffing', 'Spies\\/Secret Agents']",['Roll \\/ Spin and Move']
Trans Europa,16267,2005,2,6,20,20,8,6.64775,3112,['Trains'],['Network and Route Building']
Shadowrun: Crossfire,135382,2014,1,4,30,60,13,7.19421,3108,"['Adventure', 'Card Game', 'Science Fiction']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Variable Player Powers']"
13 Days: The Cuban Missile Crisis,177590,2016,2,2,30,45,10,7.39545,3109,"['Bluffing', 'Modern Warfare', 'Political', 'Wargame']","['Area Majority \\/ Influence', 'Campaign \\/ Battle Card Driven', 'Hand Management']"
Oregon,31497,2007,2,4,45,45,8,6.7748,3105,['American West'],"['Area Majority \\/ Influence', 'Tile Placement']"
Meeple Circus,193214,2017,2,5,45,45,8,7.16071,3110,"['Action \\/ Dexterity', 'Animals']","['Card Drafting', 'Pattern Building', 'Push Your Luck', 'Stacking and Balancing']"
Akrotiri,154458,2014,2,2,45,45,13,7.30322,3102,"['Civilization', 'Economic', 'Exploration']","['Action Points', 'Hand Management', 'Pick-up and Deliver', 'Tile Placement']"
Baseball Highlights: 2045,151022,2015,1,4,45,45,9,7.57299,3097,"['Card Game', 'Science Fiction', 'Sports']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Solo \\/ Solitaire Game', 'Take That']"
Age of Mythology: The Boardgame,6707,2003,2,4,120,120,10,6.13866,3094,"['Ancient', 'Civilization', 'Mythology', 'Video Game Theme']","['Campaign \\/ Battle Card Driven', 'Dice Rolling', 'Rock-Paper-Scissors', 'Secret Unit Deployment', 'Variable Phase Order', 'Variable Player Powers']"
Bootleggers,12477,2004,3,6,90,90,14,6.67964,3084,"['Economic', 'Industry \\/ Manufacturing', 'Mafia', 'Negotiation', 'Transportation']","['Area Majority \\/ Influence', 'Card Drafting', 'Simultaneous Action Selection', 'Trading']"
Le Havre: The Inland Port,129051,2012,2,2,30,30,10,6.90055,3086,"['Economic', 'Industry \\/ Manufacturing']",['Action Points']
Battle Sheep,54137,2010,2,4,15,15,7,6.70084,3079,"['Abstract Strategy', 'Animals']","['Enclosure', 'Grid Movement', 'Modular Board']"
Space Cadets,123096,2012,3,6,60,120,8,6.61836,3076,"['Action \\/ Dexterity', 'Puzzle', 'Real-time', 'Science Fiction', 'Space Exploration']","['Cooperative Game', 'Dice Rolling', 'Flicking', 'Grid Movement', 'Memory', 'Modular Board']"
The Pursuit of Happiness,181687,2015,1,4,60,90,12,7.26754,3078,['Economic'],"['Drafting', 'Income', 'Worker Placement']"
Smash Up: The Obligatory Cthulhu Set,143185,2013,2,2,30,45,12,6.78888,3071,"['Card Game', 'Fantasy', 'Horror', 'Humor', 'Mythology']","['Area Majority \\/ Influence', 'Hand Management', 'Take That', 'Variable Player Powers']"
A Fake Artist Goes to New York,135779,2012,5,10,20,20,8,7.13638,3073,"['Bluffing', 'Deduction', 'Party Game']","['Line Drawing', 'Role Playing']"
Mare Nostrum,3931,2003,3,5,120,120,10,6.73991,3065,"['Ancient', 'Civilization', 'Economic']","['Area Majority \\/ Influence', 'Dice Rolling', 'Set Collection', 'Trading', 'Variable Player Powers']"
Tammany Hall,30645,2007,3,5,90,90,12,7.24895,3064,"['Negotiation', 'Political', 'Territory Building']","['Area Majority \\/ Influence', 'Auction\\/Bidding', 'Variable Player Powers']"
Vinhos Deluxe Edition,175640,2016,1,4,60,135,14,8.23257,3068,"['Economic', 'Industry \\/ Manufacturing']","['Area Majority \\/ Influence', 'Variable Phase Order', 'Worker Placement']"
Cathedral,7,1978,2,2,20,20,8,6.51161,3059,['Abstract Strategy'],"['Enclosure', 'Pattern Building', 'Pattern Recognition', 'Tile Placement']"
Shadows of Brimstone: City of the Ancients,146791,2014,1,4,120,120,12,7.99677,3060,"['Adventure', 'American West', 'Exploration', 'Fantasy', 'Fighting', 'Horror']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Variable Player Powers']"
Cosmic Encounter: Cosmic Incursion,61001,2010,3,6,60,60,10,8.21259,3057,"['Bluffing', 'Card Game', 'Expansion for Base-game', 'Negotiation', 'Science Fiction', 'Space Exploration']","['Hand Management', 'Team-Based Game', 'Variable Player Powers']"
River Dragons,634,2000,2,6,30,30,8,6.47681,3049,['Abstract Strategy'],"['Action Queue', 'Point to Point Movement', 'Simultaneous Action Selection']"
DungeonQuest (third edition),71061,2010,1,4,90,90,13,6.63969,3041,"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Modular Board', 'Player Elimination', 'Rock-Paper-Scissors', 'Tile Placement', 'Variable Player Powers']"
Power Grid: France/Italy,19319,2005,2,6,120,120,12,7.92732,3029,"['Economic', 'Expansion for Base-game', 'Industry \\/ Manufacturing']","['Auction\\/Bidding', 'Network and Route Building']"
Hamburgum,30381,2007,2,5,75,75,12,7.05785,3026,"['City Building', 'Economic', 'Pike and Shot']","['Rondel', 'Set Collection']"
Star Trek: Fleet Captains,79127,2011,2,4,90,120,14,7.53848,3027,"['Fighting', 'Miniatures', 'Movies \\/ TV \\/ Radio theme', 'Science Fiction', 'Space Exploration']","['Action Points', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Tile Placement']"
Ascension: Return of the Fallen,95064,2011,1,2,30,30,13,7.30711,3026,"['Card Game', 'Fantasy']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']"
Castle Panic: The Wizard&#039;s Tower,104590,2011,1,6,90,90,12,7.48289,3029,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Medieval', 'Mythology']","['Campaign \\/ Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management']"
Aladdin&#039;s Dragons,492,2000,3,5,60,90,10,6.91963,3027,"['Arabian', 'Bluffing', 'Fantasy', 'Medieval']","['Auction\\/Bidding', 'Set Collection', 'Worker Placement']"
Power Grid: Benelux/Central Europe,25031,2006,2,6,120,120,13,8.02962,3026,"['Economic', 'Expansion for Base-game', 'Industry \\/ Manufacturing']","['Auction\\/Bidding', 'Network and Route Building']"
Gravwell: Escape from the 9th Dimension,142992,2013,1,4,20,35,12,6.92905,3027,"['Card Game', 'Science Fiction']","['Action Queue', 'Card Drafting', 'Simultaneous Action Selection', 'Solo \\/ Solitaire Game']"
Mare Nostrum: Empires,174785,2016,3,5,90,120,14,7.61451,3021,"['Ancient', 'Civilization', 'Economic', 'Mythology', 'Wargame']","['Area Majority \\/ Influence', 'Dice Rolling', 'Set Collection', 'Trading', 'Variable Player Powers']"
Traders of Osaka,24827,2006,2,4,30,30,12,6.85756,3017,"['Ancient', 'Card Game', 'Economic']","['Commodity Speculation', 'Hand Management', 'Set Collection']"
Tannhäuser,25261,2007,2,10,60,120,11,6.4734,3004,"['Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Science Fiction', 'Spies\\/Secret Agents']","['Dice Rolling', 'Point to Point Movement', 'Variable Player Powers']"
Ligretto,943,1988,2,4,10,10,8,6.18856,3006,"['Card Game', 'Real-time']",['Pattern Building']
